textID,text,selected_text,sentiment
8a4740ee53,I don`t want to sit at home on prom night. Someone hang out with me,I don`t want to sit at home,negative
d66f920dbd,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,wishing,positive
64f91449b7,concert tonight  chackin out and not coming tomorrow!,concert tonight  chackin out and not coming tomorrow!,neutral
53dc5649da, what happened? I thought you were coming back today....,what happened? I thought you were coming back today....,neutral
f2f7763cfd, lol dammit  well then next time then,dammit,negative
2abfe0decb, lol. just don`t ever forget me,lol.,positive
7a7228dc2e, Still jealous,Still jealous,negative
754ebd84b4,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,Me at Forever 21  Ethan couldn`t be there,negative
fba4c01756,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,SAD,negative
0888304834,this week of mine was not easy!  but finally it`s over! (:,not easy!,negative
88d8e96213,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,Wow what a beautiful pictur,positive
38b762e325,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,Looks good,positive
94e82d1574," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....","'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
c10f52f160,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!","just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral
7e66ca1a42, but you always have lee. Let`s go to Paris,but you always have lee. Let`s go to Paris,neutral
697887b4a1, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,a nice,positive
1a1c392802,cooking with my dad  having lots of fun in the kitchen together,having lots of fun,positive
95b9338e05,Bouncing Rush makes me feel nauseous,Bouncing Rush makes me feel nauseous,negative
b0b24ed515,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Lovely day for it,positive
d31f708485,playing singstar without my fave duetter,playing singstar without my fave duetter,negative
200f31449b,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",i like,positive
3aae3dab5c," That`s just weird... :\  Oh, and what was it you were drawing for me?",That`s just weird... :\,negative
8415e9b138,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,im a good daughter,positive
7a4a97fba9,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",That`s NOT cool,negative
e3a441b9eb,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",alwas helps.,positive
32ffcb07c4,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.","lacking,",negative
0ef15a1349, FIL 461 with cool people like me,cool,positive
2a98bd4240,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,Good,positive
13dcb0f346, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral
3c8e8d1940,my son got stung by a bug for the first time  his little finger is slightly swollen.,swollen.,negative
a33b610db4, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral
1f42d08f3e, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral
02e6423e39,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,Don`t act like u don`t know.,negative
9c2b1313af,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,best,positive
51c2d21362,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,! I`m scared of him,negative
16370c0a2e,I`m missing crab legs and attending my going away instead!,missing,negative
edeeaa9756,Hicks are mean!,mean!,negative
feec8aa27b,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad","not doing so good,",negative
8542ba9b94,"back soon, need to run to the shops and cut the grass","back soon, need to run to the shops and cut the grass",neutral
6912e77231,I`m up. I have a plan to transform my bedroom today. Random.,I`m up. I have a plan to transform my bedroom today. Random.,neutral
e6c988afb8,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Missing,negative
9652c18d7d, thats another sponsor,thats another sponsor,neutral
df9882c24d," And most of us are going to be stuck in an office, some without windows",stuck,negative
22a8a4639e, No it`s not sad. Should make you proud,sad.,negative
ee9df322d1,"   Sorry, we`ll try to keep it down.",Sorr,negative
d9107173c4,is home alone.. Doing hw,is home alone.. Doing hw,neutral
7082999a93,"According to , a quarter of families under six live in poverty.",live in poverty.,negative
cf29e364fe,the plan to not spend money is not going well,not going well,negative
ea567e664a,uploading all my bamboozle pictures of facebook,uploading all my bamboozle pictures of facebook,neutral
912bbdea65, congratulations ! you guys finish a month early than we do. booo,congratulations,positive
060d8bb5d5," actually, I wish I was back in Tahoe.  I miss it there.",I miss it there,negative
a07b1d9eea,"Woke Up,I Wanna Stay In My bed","Woke Up,I Wanna Stay In My bed",neutral
18f60b8879, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,wack.,negative
6abd11b766," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.","It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral
faaf5f743d,_Marie Wish I could make it too!!! I hate my commute sometimes,Wish I could make it too!!! I hate my commute sometimes,neutral
7311789bcc,workin a long day today... hopefully i can make some good tips,hopefully i can make some good tips,positive
726e099885, but it all went too quick and there wasn`t a chance lol,d there wasn`t a chance,negative
56d742e6bc,Hates headaches! Maybe I`m not ready to rock,Hates,negative
65ffd159b2, Thanks for the support,Thanks for the support,positive
0b64c5977e,there`s really no android twitter app of Tweetie`s calibre,there`s really no android twitter app of Tweetie`s calibre,neutral
151bba80ca,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",lovely,positive
0ec5989a18,Nyappy mother`s day to your mom`s.,Nyappy mother`s day to your mom`s.,positive
2f3ff51870,yeah.... and im gonna take ur picture off my ipod baby..,yeah.... and im gonna take ur picture off my ipod baby..,neutral
c2fc42a9ff, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,traumatizing,negative
09c0bef389, lol same here....wish there was a way to microsize everything...lol,lol same here....wish there was a way to microsize everything...lol,neutral
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",fail),negative
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",glad,positive
9856eea986,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
fa1385e537, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,. Tomorrow will be tough!,negative
b41f647910,I miss her alot and its only been one day,miss,negative
74e92f4188, sounds like you all had a great night . i`m glad it was successful,i`m glad,positive
4e6eb888c1, Thanks for sharing that,Thanks,positive
315d2392c9, you should say mlia instead of fml  i hope you find it soon,i hope,positive
1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.","well,",positive
216e541532, nah jkin he`s hot! so... bored now,nah jkin he`s hot! so... bored now,neutral
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
2461db68e0, yes i have read them many times.,yes i have read them many times.,neutral
9ec17fe80c, Cuz you play a grown up on Twitter?,Cuz you play a grown up on Twitter?,neutral
034f2e2104,i am living in ignorance  :@,i am living in ignorance,negative
f09816a243, nope... it is telling you that you want cameo creams,nope... it is telling you that you want cameo creams,neutral
6a9023f1af, AWWWW  we`re gonna miss you!,AWWWW  we`re gonna miss you!,negative
afca91dc92, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,its a relaxing place,positive
cdcaac066e,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",he couldn`t do it should have cost his part.,neutral
edde759bde,today was a lovely day! I had fun with  and  this evening!,lovely,positive
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,. Sorry,negative
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",dammit,negative
6172153918, it was amazing,it was amazing,positive
486806238c,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
8e26c8c6e8,I`m sick and sad .... missing out on Martini Lounge tonight,sick and sad ..,negative
0be8e9f2fd,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral
8df4e78879,Really wishes he had some spare cash to buy the new Punch Out for Wii,Really wishes he had some spare cash to buy the new Punch Out for Wii,negative
9843ecd416,"Aw, not going to Toronto anymore.",not going,negative
33596d8109, So sorry to hear about your mom! that really sucks,So sorry,negative
cf0e868f70, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,I feel for you  I hope it`s a smooth flight. Be safe,positive
82215b50d4,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,Can`t sleep..,negative
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative
1689a46690, sweet dreams,sweet dreams,positive
0d709a4c51, hay wats ur AIM? we should chat,hay wats ur AIM? we should chat,neutral
17775140c5,. Okay kool... I might be touring all summer long but we can make it happen!,. Okay kool... I might be touring all summer long but we can make it happen!,neutral
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,PAIN.,negative
9602407df9,"Time to watch OP, then some Dead Like Me, then sleep.","Time to watch OP, then some Dead Like Me, then sleep.",neutral
a53c829bee,Having dinner with my grandma since I couldn`t be with my mum.,Having dinner with my grandma since I couldn`t be with my mum.,neutral
d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,haha thanks  its for history and its on how the invention of television has influence america lol,positive
c81e21ffd8, yea so wassup,yea so wassup,neutral
2839a4d1d8,"Stupid jobs, idk what to do.",Stupid,negative
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,Shopped til i dropped....come bac sunshine i miss u,negative
b1fd9116e3," Like your pics, Lucky Girl, again",Like,positive
c628741a80, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Thank you   I`ve had anxiety issues,neutral
d2c66b666d,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,neutral
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,loved!,positive
996630f6a0," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM","there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
0b2c0c6522, Yes! Join us! All we require is a cupcake donation...,Yes! Join us! All we require is a cupcake donation...,neutral
5fbd854b80,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,hard,negative
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative
17f4db5ddf, Can`t access your site!,Can`t access your site!,neutral
35e2ce08fc,And the Sun is shinning.........at last,Sun is shinning.........at last,positive
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes","slowest train ever,",negative
fbba87adcf, nup no cd either.. just a whole bunch of zeros and ones you can have for free,nup no cd either.. just a whole bunch of zeros and ones you can have for free,neutral
5cc8486398,My graduation day... And i feel like a failure...,My graduation day... And i feel like a failure...,neutral
8f74422345,ops   that lol wasnt supposed to got to twitter,ops   that lol wasnt supposed to got to twitter,neutral
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don`t think I`ve ever been so tierd in my life.U,negative
df120c16ce, What are u going to do today my girl?,What are u going to do today my girl?,neutral
7f0cdc1ac1,why doesnt he want me anymore,why doesnt he want me anymore,negative
c8ac0b9545,bad hair day,bad hair day,negative
bc879a25b0,.....headache,headache,negative
c3bdaf65c9,sorry guys i didn`t sign in for a while  sorry every1,sorry,negative
fa82c3881c," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays","I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral
6cb03d7c46,mozart`s requiem!,mozart`s requiem!,neutral
4344cafbdc," i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style","i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",neutral
e573de5429,_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,thanks for another great day!,positive
4f9abe51eb," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",huh?,negative
3ca79f00a1," OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies","OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",neutral
1fce3e2d7b, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYO,neutral
21c1915272," http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",awesome,positive
efa98d8489,happy mother`s day mothers.,happy,positive
7c59eb38ea,<---My expression watching this again: http://tinyurl.com/eqbwe,<---My expression watching this again: http://tinyurl.com/eqbwe,neutral
e69a965399,Stupid bipolar weather ruined my day off,Stupid,negative
2f1cd44ea2, I didn`t want to tell you but I think it`s your body odour,I didn`t want to tell you but I think it`s your body odour,negative
0a91a64e53, nice beta for easports still no news on the online for madden,nice beta for easports still no news on the online for madden,neutral
a5fbb6fbe8, thats pretty bad quality and probably the worst pic u posted till date,bad,negative
a63858d0d8,I missed your calls,missed,negative
3e4b3ec6a6, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,Unfortunately,negative
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive
271c145699, Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,Discrimination is not a bad thing.,positive
4dd72d3713, sure i can talk....the fabulous **** part though is out  sorry dear,sure i can talk....the fabulous **** part though is out  sorry dear,neutral
63a116ae1b," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though","tease,",negative
167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,Just got back from working out. I`m feeling pretty good.,positive
9fd51c9c2c,Ahhh My Satz blend didn`t save,Ahhh My Satz blend didn`t save,neutral
d7a7afa0a2," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!","So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Thank the heavens.,positive
f7aa8dcfb8,My ear are popping.,My ear are popping.,neutral
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,bad,negative
925e61d3d8, I submitted my resume the same day and saw no answer back. Oh well...,no answer back.,negative
07e2021536,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,neutral
ff0112e0e7,I love when ryans a housewife. Makes me smile.,me smile.,positive
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,I`m kinda o sick n tired,negative
eba1f29fb0, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,boo.,negative
57dcad6611, hey Phillll! Wazzuppppp?!,hey Phillll! Wazzuppppp?!,neutral
4e85f6e9b0,missed out on westcott micro apollo too,missed out,negative
e5b5debcdc, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,.great.,positive
2a2fd0848d,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",positive
98ef34a9f4,_ranjan Did I ever mention what a nice and awesome dude you are?,awesome,positive
e68a0375b2,"last weekday of doing nothing, school starts next week!!!","last weekday of doing nothing, school starts next week!!!",neutral
be8ba96aca, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,Gorgeous GIRL!,positive
e6eb0f8e54,Ok that **** duet was hysterical LOL,hysterical,positive
e364d5cdd1,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours","ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",neutral
a5d4af0d80,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral
4ccb7ef67c," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",you do rock that much,positive
a82816a060, no one I know likes boiled peanuts t.,no one I know likes boiled peanuts t.,neutral
331663d438,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",loved,positive
ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,ugh! These **** tonsils.,negative
61e04b8f6e, Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,neutral
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?","bless,",positive
e553176c2a,"booziest weekend in a long time, good fun though!",good fun,positive
762b9211cf,Counting the hours of lost sunshine until the Weekend,lost,negative
241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",though that isn`t going so well.,negative
716301c33e, Hoooray!  I`m hooked already,Hoooray!  I`m hooked already,neutral
119bbd840c, Ok then have a good day,good,positive
6beb4754f0, I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,neutral
b8fbbf1936,Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,Edge left me off the contributors list in this month`s issue.,neutral
7314b068f7," ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO","ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral
80a24991b3,im back to this z-index problem...again,im back to this z-index problem...again,negative
0549e452ec,is anyone out there??  so bored at work...,so bored at work...,negative
ebeea1f86c,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,hating,negative
d35ae0cfa5,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,neutral
4f09c42f8b, 'They' being the husband or the girl?,'They' being the husband or the girl?,neutral
a8f6fc8b5a,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,neutral
fcfa10681f,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,sucks!!,negative
b04bbb81c9,   Hi to one kiwi artist from another kiwi artist,Hi to one kiwi artist from another kiwi artis,neutral
a88de8cc26,says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,Happy Mother`s Day,positive
289317384e, oooo ok   why  havent you accepted my friends request,oooo ok   why  havent you accepted my friends reque,neutral
bfa9cdee68,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,sorry,negative
5210cc55ae, no,no,neutral
ea25722a23,_michele thanks for that...am now following them...love good causes,love good causes,positive
f3a5b39195, Not available in my area  I would too,Not available in my area,negative
ba4bcf57b5,Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well,neutral
532d442071,meeting just in time that iï¿½m trying to win something  prize`s friday!,meeting just in time that iï¿½m trying to win something  prize`s friday!,neutral
1b9afa81bf,Waiting for 5:00 & having cramps,cramps,negative
3fd7a35f32,philosophy final today! thank you  it`s 3 days now!!!!,thank you,positive
c029d4a557,"`s plans didn`t go as followed, but its ok","`s plans didn`t go as followed, but its ok",neutral
19af686703, _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,_what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,neutral
4d97f4be67,where is the rain please come out,where is the rain please come out,neutral
b5a110f491, My pleasure,My pleasure,neutral
a834cef9c6,1st presentation for senior boards? FML,FML,negative
e6801164bc," lol i know but it was just so funny, ahaha","funny,",positive
687ee0bd2d,Wide awake and grouchy as ****.,grouchy,negative
e20b9a322f,"just when i thought things couldn`t get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",worse.,negative
b922b8b866, I don`t have the app that does it,I don`t have the app that does it,neutral
84747e4e05," lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",would help me study for the aptitude tests,positive
ce4a3df3a9,out for supper tonight with kurumi in 10 minutes,out for supper tonight with kurumi in 10 minutes,neutral
407f226cdb,_kap But I think it`s cute.  Do this every night okay?,cute.,positive
7ce085e1ef,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!,Loved,positive
f763af7a90,  hi mariah,hi mariah,neutral
4598e31e32,_Yours13 I`m not at home with my cats right now!,_Yours13 I`m not at home with my cats right now!,neutral
153027be1c, wheres the music mannnn!!?? my inbox is still empty,my inbox is still empty,negative
dd9b922aad,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!,I`m such a rebel!,negative
3f54e1d2cb," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",.i`m sorry,negative
4cd893fb53, nice one !,nice,positive
5caaa15e27,Exam 1 today. Going to get my license renewed  The birthday is getting closer!,Exam 1 today. Going to get my license renewed  The birthday is getting closer!,neutral
1f3cab50fc,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,love!!,positive
f2e20448fa,Thinks its gonna rain,Thinks its gonna rain,neutral
4f0ab06d15," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",good.,positive
b4083313e2,"Yrbook signing w/ evryone was fun, I`m gna miss evrything","Yrbook signing w/ evryone was fun, I`m gna miss evrything",neutral
a2623622cc,I lost my artistic abilities,lost,negative
66cb61f78f,   so not close enough that I could run out and get one,so not close enough that I could run out and get one,neutral
2209fb4785,  That was stone cold   Crazy....  ?,That was stone cold   Crazy.,negative
4568211cd0,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,neutral
89ff9a9119,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,they were so pretty,positive
f589e82592,Senior`s last day.,Senior`s last day.,neutral
b36197ce92,Crisis: forgot my fringe comb  I`m with men....no one will help me,.no one will help me,negative
33889dffc9, Already got my ticket; thanks for making sure though!,thanks,positive
9cba8bf464,Thanks to all my new followers!,Thanks,positive
cba675bd52,"  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!","- we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",neutral
6b12692b8d,Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,neutral
04510889b6,"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",oh sorry! not getting all my replies  nothing against you.,negative
f44f3ff9a8,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!","Pray for my Uncle,",positive
5bae99f344,"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun","! Gonna scare Rachel with Quarantine tonight, this shall be fun",neutral
24bc4edb49,_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,omg i wanted to slap her.,negative
9a1fc155de,watching the simpsons,watching the simpsons,neutral
77711764bf,Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668,very special`s,positive
57025d9fd9, Have a great time in London,great,positive
d2a2993900,"Has work very, very soon. Way too soon!","Has work very, very soon. Way too soon!",neutral
1753eb0481, phaket.  what did anneliese want to do?,phaket.  what did anneliese want to do?,neutral
df4b40b30e,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,mad,negative
196b4d6897,  Thanks for the greeting,Thanks,positive
b3719416fa,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,neutral
ca5909d8ea, http://twitpic.com/4wb52 - Such a pretty baby!,Such a pretty baby!,positive
112a5320b5, Invite them to your house instead,Invite them to your house instead,neutral
a3ff2fa162, I`m a bit Ben`s Thai-ed out,I`m a bit Ben`s Thai-ed out,neutral
2f6d9d1419,  #stackeoverflow  http://bit.ly/13Nfk1,#stackeoverflow,neutral
7d03216477,jungle book 2 is sooooo cute.. i have nothing to eat or drink,cute..,positive
439803cf54,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,neutral
7cfe40cca8,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),neutral
a1847c4311," ah, ok  thank youuuuuu!",k  thank,positive
e4c637df1d,"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",fail at life sometimes.,negative
fc53d120e4,no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,WISH,positive
bbfcac5e08, *points at the gear question I just posted* I cant get the rest of my Dreadweave set,*points at the gear question I just posted* I cant get the rest of my Dreadweave set,neutral
8a351a9ee7," You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).","You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",neutral
c7bd31ba90, SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps,. He gives Twitter tips. Hope this helps,positive
fd5b328f6d, I loved him and he was in a mini,I loved him,positive
48096285e5,  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,... LOL Than,positive
4c55586b72, you`re so gorgeous!!,gorgeous!,positive
6ea3693282,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,positive
0a29424e62,My laptop grew speakers. Now I can watch Charlie with the sound on,My laptop grew speakers. Now I can watch Charlie with the sound on,neutral
f3c0386426, rofl uh huh,rofl uh huh,positive
